timestamp,latitude,longitude,day_of_week,is_weekend,hour,minute,activity,place_id,place_label,month,hour_sin,hour_cos,dow_sin,dow_cos,time_block,place_id_encoded
2024-03-01 00:00:00,19.113332,72.869893,4,False,0,0,stationary,0,home,3,0.0,1.0,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 00:05:00,19.113482,72.869698,4,False,0,5,stationary,0,home,3,0.0,1.0,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 00:10:00,19.113551,72.869801,4,False,0,10,stationary,0,home,3,0.0,1.0,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 00:15:00,19.114022,72.869727,4,False,0,15,stationary,0,home,3,0.0,1.0,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 00:20:00,19.113793,72.869085,4,False,0,20,stationary,0,home,3,0.0,1.0,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 00:25:00,19.113585,72.869447,4,False,0,25,stationary,0,home,3,0.0,1.0,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 00:30:00,19.113234,72.869437,4,False,0,30,stationary,0,home,3,0.0,1.0,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 00:35:00,19.1135,72.869975,4,False,0,35,stationary,0,home,3,0.0,1.0,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 00:40:00,19.113202,72.869709,4,False,0,40,stationary,0,home,3,0.0,1.0,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 00:45:00,19.113455,72.869602,4,False,0,45,stationary,0,home,3,0.0,1.0,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 00:50:00,19.113901,72.869861,4,False,0,50,stationary,0,home,3,0.0,1.0,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 00:55:00,19.114001,72.869654,4,False,0,55,stationary,0,home,3,0.0,1.0,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 01:00:00,19.113391,72.869633,4,False,1,0,stationary,0,home,3,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 01:05:00,19.113673,72.869753,4,False,1,5,stationary,0,home,3,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 01:10:00,19.113275,72.869727,4,False,1,10,stationary,0,home,3,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 01:15:00,19.113668,72.870455,4,False,1,15,stationary,0,home,3,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 01:20:00,19.114163,72.869444,4,False,1,20,stationary,0,home,3,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 01:25:00,19.113514,72.869261,4,False,1,25,stationary,0,home,3,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 01:30:00,19.113423,72.869795,4,False,1,30,stationary,0,home,3,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 01:35:00,19.113962,72.869481,4,False,1,35,stationary,0,home,3,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 01:40:00,19.113404,72.869056,4,False,1,40,stationary,0,home,3,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 01:45:00,19.113551,72.869381,4,False,1,45,stationary,0,home,3,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 01:50:00,19.113441,72.869437,4,False,1,50,stationary,0,home,3,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 01:55:00,19.113572,72.869173,4,False,1,55,stationary,0,home,3,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 02:00:00,19.11316,72.870339,4,False,2,0,stationary,0,home,3,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 02:05:00,19.113214,72.869371,4,False,2,5,stationary,0,home,3,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 02:10:00,19.114151,72.870572,4,False,2,10,stationary,0,home,3,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 02:15:00,19.113249,72.86959,4,False,2,15,stationary,0,home,3,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 02:20:00,19.113702,72.870219,4,False,2,20,stationary,0,home,3,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 02:25:00,19.113304,72.869626,4,False,2,25,stationary,0,home,3,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 02:30:00,19.113833,72.86983,4,False,2,30,stationary,0,home,3,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 02:35:00,19.113487,72.86966,4,False,2,35,stationary,0,home,3,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 02:40:00,19.113188,72.869629,4,False,2,40,stationary,0,home,3,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 02:45:00,19.11352,72.86977,4,False,2,45,stationary,0,home,3,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 02:50:00,19.113433,72.869841,4,False,2,50,stationary,0,home,3,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 02:55:00,19.113904,72.869747,4,False,2,55,stationary,0,home,3,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 03:00:00,19.113706,72.869716,4,False,3,0,stationary,0,home,3,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 03:05:00,19.1136,72.869484,4,False,3,5,stationary,0,home,3,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 03:10:00,19.113695,72.869671,4,False,3,10,stationary,0,home,3,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 03:15:00,19.114228,72.870172,4,False,3,15,stationary,0,home,3,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,night,4
2024-03-01 03:20:00,19.113716,72.869471,4,False,3,20,stationary,0,home,3,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,night,4
